Angle,Steps
-6.35,4
-6.25,4
-6.11,4
-6.04,4
-5.91,4
-5.84,4
-5.75,4
-5.72,4
-5.65,4
-5.63,4
-5.59,4
-5.59,4
-5.55,4
-5.46,4
-5.33,4
-5.25,4
-5.14,4
-5.08,4
-4.99,4
-4.94,4
-4.87,4
-4.81,4
-4.71,4
-4.66,4
-4.57,4
-4.48,4
-4.36,4
-4.25,4
-4.13,4
-4.04,4
-3.96,4
-3.91,4
-3.86,4
-3.83,4
-3.76,4
-3.75,4
-3.71,4
-3.64,4
-3.56,4
-3.4,4
-3.28,4
-3.22,4
-3.15,4
-3.1,4
-3.02,4
-2.92,4
-2.86,4
-2.77,4
-2.74,4
-2.73,4
-2.66,4
-2.62,4
-2.57,4
-2.55,4
-2.47,4
-2.39,4
-2.28,4
-2.15,4
-2.04,4
-1.93,4
-1.82,4
-1.78,4
-1.67,4
-1.57,4
-1.44,4
-1.34,4
-1.2,4
-1.07,4
-0.94,4
-0.84,4
-0.74,4
-0.64,4
-0.5,4
-0.44,4
-0.4,4
-0.34,4
-0.29,4
-0.28,4
0.42,4
-1.59,4
-1.39,4
-1.3,4
-1.37,4
-1.46,4
-1.46,4
-1.44,4
-1.43,4
-1.42,4
-1.4,4
-1.28,4
-1.13,4
-0.97,4
-0.86,4
-0.76,4
-0.69,4
-0.6,4
-0.55,4
-0.49,4
-0.41,4
-0.34,4
-0.26,4
-0.17,4
-0.07,4
-0.02,4
0.04,4
0.06,4
0.09,4
0.09,4
0.1,4
0.14,4
0.17,4
0.15,4
0.15,4
0.13,4
0.15,4
0.15,4
0.16,4
0.18,4
0.21,4
0.24,4
0.29,4
0.31,4
0.38,4
0.42,4
0.44,4
0.44,4
0.49,4
0.53,4
0.56,4
0.57,4
0.57,4
0.59,4
0.59,4
0.62,4
0.65,4
0.69,4
0.73,4
0.76,4
0.81,4
0.88,4
0.98,4
1.08,4
1.17,4
1.22,4
1.3,4
1.37,4
1.42,4
1.47,4
1.5,4
1.54,4
1.55,4
1.57,4
1.57,4
1.57,4
1.6,4
1.59,4
1.59,4
1.58,4
1.56,4
1.56,4
1.61,4
1.62,4
1.63,4
1.63,4
1.65,4
1.69,4
1.72,4
1.76,4
1.81,4
1.86,4
1.89,4
1.95,4
2.0,4
2.02,4
2.05,4
2.09,4
2.13,4
2.18,4
2.23,4
2.25,4
2.3,4
2.34,4
2.36,4
2.39,4
2.41,4
2.45,4
2.47,4
2.46,4
2.44,4
2.46,4
2.44,4
2.41,4
2.39,4
2.39,4
2.37,4
2.36,4
2.32,4
2.32,4
2.31,4
2.31,4
2.32,4
2.35,4
2.34,4
2.39,4
2.43,4
2.49,4
2.53,4
2.57,4
2.61,4
2.65,4
2.71,4
2.72,4
2.75,4
2.75,4
2.75,4
2.75,4
2.74,4
2.74,4
2.74,4
2.75,4
2.74,4
2.72,4
2.72,4
2.73,4
2.76,4
2.77,4
2.77,4
2.81,4
2.85,4
2.89,4
2.92,4
2.98,4
3.0,4
3.0,4
3.04,4
3.07,4
3.09,4
3.13,4
3.18,4
3.22,4
3.27,4
3.32,4
3.36,4
3.39,4
3.4,4
3.39,4
3.42,4
3.48,4
3.54,4
3.55,4
3.54,4
3.51,4
3.5,4
3.51,4
3.53,4
3.56,4
4.22,4
4.39,4
4.62,4
3.89,4
4.02,4
4.09,4
3.95,4
3.83,4
3.69,4
4.42,4
3.53,4
3.47,4
3.2,4
2.71,4
2.68,4
2.79,4
2.88,4
2.88,4
2.93,4
2.93,4
2.93,4
2.97,4
2.97,4
2.92,4
2.87,4
2.84,4
2.92,4
2.99,4
3.05,4
3.18,4
3.37,4
3.59,4
3.88,4
3.98,4
4.09,4
4.24,4
4.39,4
4.58,4
4.71,4
4.91,4
5.21,4
5.59,4
6.0,4
6.34,4
6.76,4
7.18,4
7.49,4
7.77,4
8.06,4
8.42,4
8.84,4
9.18,4
9.48,4
9.71,4
9.98,4
10.19,4
10.34,4
10.47,4
10.63,4
10.83,4
11.01,4
11.14,4
11.24,4
11.35,4
11.45,4
11.49,4
11.56,4
11.66,4
11.81,4
11.93,4
12.04,4
12.14,4
12.23,4
12.28,4
12.3,4
12.34,4
12.41,4
12.54,4
12.64,4
12.67,4
12.66,4
12.68,4
12.67,4
12.61,4
12.59,4
12.58,4
12.58,4
12.57,4
12.54,4
12.46,4
12.39,4
12.31,4
12.19,4
12.07,4
12.03,4
11.99,4
11.94,4
11.83,4
11.75,4
11.58,4
11.43,4
11.24,4
11.06,4
10.96,4
10.87,4
10.76,4
10.59,4
10.45,4
10.29,4
10.1,4
9.86,4
9.67,4
9.52,4
9.44,4
9.33,4
9.22,4
9.11,4
9.01,4
8.87,4
8.71,4
8.56,4
8.47,4
8.4,4
8.29,4
8.14,4
8.03,4
7.89,4
7.76,4
7.59,4
7.47,4
7.37,4
7.31,4
7.19,4
7.13,4
7.03,4
6.97,4
6.83,4
6.68,4
6.52,4
6.43,4
6.36,4
6.27,4
6.17,4
6.09,4
5.98,4
5.88,4
5.75,4
5.64,4
5.6,4
5.56,4
5.55,4
5.48,4
5.44,4
5.36,4
5.27,4
5.13,4
4.99,4
4.84,4
4.72,4
4.54,4
4.32,4
4.08,4
3.85,4
3.58,4
3.3,4
3.02,4
2.82,4
2.65,4
2.47,4
2.27,4
2.11,4
1.93,4
1.79,4
1.61,4
1.49,4
1.43,4
1.43,4
1.42,4
1.39,4
1.39,4
1.43,4
1.43,4
1.42,4
1.43,4
1.47,4
1.53,4
1.55,4
1.57,4
1.59,4
1.56,4
1.48,4
1.37,4
1.27,4
1.17,4
1.08,4
0.97,4
0.82,4
0.61,4
0.43,4
0.21,4
0.02,4
-0.15,4
-0.24,4
-0.32,4
-0.38,4
-0.45,4
-0.48,4
-0.5,4
-0.51,4
-0.5,4
-0.48,4
-0.39,4
-0.25,4
-0.17,4
-0.07,4
-0.01,4
0.06,4
0.1,4
0.12,4
0.11,4
0.12,4
0.17,4
0.19,4
0.2,4
0.17,4
0.16,4
0.12,4
0.02,4
-0.05,4
-0.09,4
-0.11,4
-0.12,4
-0.17,4
-0.22,4
-0.28,4
-0.33,4
-0.43,4
-0.51,4
-0.55,4
-0.51,4
-0.49,4
-0.5,4
-0.51,4
-0.53,4
-0.53,4
-0.57,4
-0.61,4
-0.57,4
-0.53,4
-0.48,4
-0.46,4
-0.44,4
-0.42,4
-0.43,4
-0.46,4
-0.48,4
-0.46,4
-0.44,4
-0.41,4
-0.4,4
-0.39,4
-0.36,4
-0.34,4
-0.33,4
-0.35,4
-0.32,4
-0.28,4
-0.24,4
-0.19,4
-0.12,4
-0.03,4
0.06,4
0.11,4
0.14,4
0.19,4
0.27,4
0.35,4
0.42,4
0.54,4
0.65,4
0.74,4
0.79,4
0.83,4
0.88,4
0.95,4
0.97,4
0.97,4
0.96,4
0.94,4
0.89,4
0.8,4
0.71,4
0.61,4
0.48,4
0.35,4
0.2,4
0.02,4
-0.2,4
-0.44,4
-0.71,4
-1.0,4
-1.27,4
-1.47,4
-1.66,4
-1.84,4
-1.98,4
-2.07,4
-2.16,4
-2.2,4
-2.24,4
-2.22,4
-2.18,4
-2.1,4
0.01,4
8.19,4
20.06,4
32.25,4
17.37,4
18.0,4
17.99,4
15.32,4
14.64,4
14.65,4
14.03,4
12.43,4
10.84,4
9.03,4
2.68,4
4.11,4
4.22,4
5.87,4
7.18,4
7.49,4
7.22,4
0.85,4
-0.54,4
0.88,4
4.06,4
6.07,4
5.67,4
4.98,4
5.2,4
5.84,4
6.09,4
5.6,4
4.69,4
4.05,4
3.7,4
3.79,4
3.86,4
3.78,4
3.77,4
4.05,4
4.43,4
4.75,4
4.82,4
4.88,4
4.89,4
4.88,4
4.77,4
4.71,4
4.63,4
4.51,4
4.39,4
4.34,4
4.3,4
4.33,4
4.3,4
4.28,4
4.22,4
4.15,4
4.06,4
3.97,4
3.92,4
3.87,4
3.79,4
3.76,4
3.78,4
3.8,4
3.84,4
3.85,4
3.89,4
3.89,4
3.91,4
3.87,4
3.9,4
3.89,4
3.9,4
3.83,4
3.81,4
3.75,4
3.77,4
3.73,4
3.7,4
3.63,4
3.58,4
3.45,4
3.37,4
3.25,4
3.21,4
3.08,4
2.97,4
2.87,4
2.79,4
2.72,4
2.64,4
2.53,4
2.47,4
2.39,4
2.33,4
2.26,4
2.26,4
2.25,4
2.25,4
2.26,4
2.3,4
2.36,4
2.45,4
2.53,4
2.64,4
2.73,4
2.78,4
2.94,4
2.95,4
3.01,4
3.0,4
3.02,4
2.98,4
3.01,4
2.99,4
2.97,4
2.91,4
2.88,4
2.83,4
2.77,4
2.68,4
2.65,4
2.59,4
2.52,4
2.45,4
2.39,4
2.35,4
2.28,4
2.2,4
2.18,4
2.15,4
2.11,4
2.07,4
2.06,4
2.03,4
2.05,4
1.95,4
1.9,4
1.82,4
1.8,4
1.77,4
1.76,4
1.75,4
1.75,4
1.72,4
1.7,4
1.7,4
1.68,4
1.64,4
1.61,4
1.55,4
1.57,4
1.52,4
1.51,4
1.46,4
1.43,4
1.39,4
1.36,4
1.28,4
1.24,4
1.16,4
1.11,4
1.04,4
0.97,4
0.9,4
0.84,4
0.73,4
0.69,4
0.6,4
0.53,4
0.44,4
0.36,4
0.26,4
0.2,4
0.12,4
0.1,4
0.07,4
0.01,4
-0.02,4
-0.05,4
-0.03,4
-0.02,4
-0.01,4
-0.0,4
0.02,4
0.02,4
0.02,4
-0.02,4
-0.01,4
-0.03,4
-0.05,4
-0.07,4
-0.03,4
-0.03,4
-0.03,4
-0.05,4
-0.04,4
-0.04,4
-0.02,4
-0.02,4
-0.04,4
-0.02,4
0.02,4
-0.02,4
-0.04,4
-0.1,4
-0.15,4
-0.21,4
-0.3,4
-0.38,4
-0.45,4
-0.53,4
-0.6,4
-0.7,4
-0.82,4
-0.91,4
-1.04,4
-1.13,4
-1.21,4
-1.29,4
-1.35,4
-1.41,4
-1.42,4
-1.4,4
-1.42,4
-1.41,4
-1.43,4
-1.41,4
-1.42,4
-1.41,4
-1.39,4
-1.36,4
-1.34,4
-1.3,4
-1.28,4
-1.23,4
-1.2,4
-1.19,4
-1.18,4
-1.14,4
-1.12,4
-1.09,4
-1.11,4
-1.1,4
-1.13,4
-1.19,4
-1.3,4
-1.36,4
-1.43,4
-1.46,4
-1.51,4
-1.54,4
-1.6,4
-1.64,4
-1.73,4
-1.82,4
-1.94,4
-2.05,4
-2.16,4
-2.3,4
-2.43,4
-2.52,4
-2.66,4
-2.78,4
-2.89,4
-3.01,4
-3.13,4
-3.24,4
-3.39,4
-3.46,4
-3.61,4
-3.73,4
-3.88,4
-3.98,4
-4.09,4
-4.17,4
-4.28,4
-4.29,4
-4.26,4
-4.21,4
-4.2,4
-4.13,4
-4.0,4
-3.86,4
-3.64,4
-3.46,4
-3.26,4
-3.01,4
-2.81,4
-2.73,4
-2.56,4
-2.42,4
-2.25,4
-2.1,4
-2.01,4
-1.98,4
-2.02,4
-2.08,4
-2.26,4
-2.48,4
-2.81,4
-3.28,4
-4.07,4
-5.06,4
-6.25,4
-7.4,4
-8.83,4
-10.66,4
-12.4,4
-14.01,4
-15.6,5
-17.08,5
-18.53,5
-19.94,5
-21.3,5
-22.71,5
-23.83,5
-24.86,5
-25.64,5
-26.46,5
-27.17,5
-27.75,5
-28.21,5
-28.91,5
-29.3,5
-29.56,5
-29.93,5
-30.28,5
-30.63,5
-30.91,5
-31.01,5
-31.12,5
-31.21,5
-31.19,5
-31.11,5
-31.07,5
-30.94,5
-30.81,5
-30.62,5
-30.45,5
-30.32,5
-30.15,5
-29.99,5
-29.8,5
-29.59,5
-29.32,5
-29.07,5
-28.78,5
-28.49,5
-28.22,5
-27.82,5
-27.51,5
-27.14,5
-26.83,5
-26.44,5
-26.04,5
-25.61,5
-25.15,5
-24.7,5
-24.27,5
-23.83,5
-23.37,5
-22.96,5
-22.46,5
-22.01,5
-21.54,5
-21.04,5
-20.55,5
-19.97,5
-19.45,5
-18.92,5
-18.42,5
-17.85,5
-17.32,5
-16.78,5
-16.16,5
-15.6,5
-15.1,5
-14.66,5
-14.18,5
-13.71,5
-13.27,5
-12.93,5
-12.59,5
-12.32,5
-12.15,5
-11.93,5
-11.79,5
-11.66,5
-11.64,5
-11.59,5
-11.58,5
-11.55,5
-11.46,5
-11.44,5
-11.4,5
-11.4,5
-11.36,5
-11.35,5
-11.24,5
-11.18,5
-11.08,5
-10.97,5
-10.86,5
-10.66,5
-10.47,5
-10.23,5
-10.03,5
-9.77,5
-9.53,5
-9.21,5
-8.9,5
-8.57,5
-8.29,5
-8.0,5
-7.75,5
-7.44,5
-7.23,5
-6.99,5
-6.81,5
-6.62,5
-6.46,5
-6.29,5
-6.13,5
-5.92,5
-5.78,5
-5.59,5
-5.45,5
-5.29,5
-5.19,5
-5.09,5
-5.05,5
-5.0,5
-4.99,5
-5.03,5
-5.13,5
-5.23,5
-5.3,5
-5.38,5
-5.46,5
-5.53,5
-5.63,5
-5.7,5
-5.8,5
-5.85,5
-5.95,5
-6.0,5
-6.05,5
-6.06,5
-6.08,5
-6.1,5
-6.11,5
-6.1,5
-6.13,5
-6.11,5
-6.12,5
-6.1,5
-6.11,5
-6.06,5
-6.03,5
-5.95,5
-5.91,5
-5.84,5
-5.79,5
-5.74,5
-5.72,5
-5.66,5
-5.63,5
-5.6,5
-5.6,5
-5.59,5
-5.6,5
-5.61,5
-5.61,5
-5.61,5
-5.61,5
-5.63,5
-5.69,5
-5.76,5
-5.85,5
-5.91,5
-5.97,5
-6.01,5
-6.03,5
-6.06,5
-6.09,5
-6.14,5
-6.21,5
-6.24,5
-6.29,5
-6.36,5
-6.41,5
-6.48,5
-6.55,5
-6.61,5
-6.7,5
-6.81,5
-6.95,5
-7.02,5
-7.14,5
-7.26,5
-7.37,5
-7.44,5
-7.48,5
-7.52,5
-7.57,5
-7.62,5
-7.67,5
-7.72,5
-7.77,5
-7.8,5
-7.87,5
-7.95,5
-8.03,5
-8.13,5
-8.22,5
-8.31,5
-8.43,5
-8.52,5
-8.61,5
-8.67,5
-8.72,5
-8.75,5
-8.8,5
-8.84,5
-8.89,5
-8.96,5
-9.04,5
-9.11,5
-9.28,5
-9.48,5
-9.6,5
-9.6,5
-9.52,5
-9.41,5
-9.31,5
-9.26,5
-9.15,5
-9.01,5
-8.84,5
-8.72,5
-8.67,5
-8.62,5
-8.54,5
-8.48,5
-8.43,5
-8.41,5
-8.4,5
-8.4,5
-8.43,5
-8.47,5
-8.48,5
-8.52,5
-8.53,5
-8.51,5
-8.5,5
-8.49,5
-8.48,5
-8.46,5
-8.45,5
-8.44,5
-8.37,5
-8.38,5
-8.38,5
-8.4,5
-8.44,5
-8.45,5
-8.46,5
-8.48,5
-8.51,5
-8.59,5
-8.7,5
-8.82,5
-8.87,5
-8.92,5
-9.0,5
-9.08,5
-9.19,5
-9.22,5
-8.78,5
-5.75,5
-0.65,5
7.87,5
18.5,5
17.18,5
19.24,5
16.8,5
15.69,5
13.61,5
11.71,5
10.0,5
8.13,5
6.26,5
4.6,5
2.64,5
0.57,5
-1.25,5
-2.91,5
-4.29,5
-5.38,5
-6.22,5
-6.69,5
-7.01,5
-7.32,5
-7.46,5
-7.56,5
-7.68,5
-7.72,5
-7.86,5
-7.96,5
-8.09,5
-8.25,5
-8.44,5
-8.65,5
-8.86,5
-9.12,5
-9.31,5
-9.54,5
-9.79,5
-9.99,5
-10.25,5
-10.59,5
-10.83,5
-10.96,5
-11.02,5
-11.07,5
-11.07,5
-11.09,5
-11.09,5
-11.06,5
-11.01,5
-10.98,5
-10.88,5
-10.83,5
-10.74,5
-10.65,5
-10.58,5
-10.47,5
-10.35,5
-10.3,5
-10.23,5
-10.11,5
-10.05,5
-9.97,5
-9.86,5
-9.76,5
-9.69,5
-9.61,5
-9.56,5
-9.52,5
-9.48,5
-9.47,5
-9.47,5
-9.47,5
-9.48,5
-9.46,5
-9.27,5
-8.97,5
-9.85,5
-10.04,5
-10.27,5
-10.42,5
-10.56,5
-10.58,5
-10.47,5
-10.37,5
-10.12,5
-9.92,5
-9.74,5
-9.61,5
-9.49,5
-9.44,5
-9.36,5
-9.34,5
-9.27,5
-9.19,5
-9.09,5
-9.02,5
-8.93,5
-8.86,5
-8.78,5
-8.7,5
-8.66,5
-8.62,5
-8.54,5
-8.48,5
-8.4,5
-8.33,5
-8.23,5
-8.2,5
-8.13,5
-8.11,5
-8.07,5
-8.02,5
-7.95,5
-7.91,5
-7.83,5
-7.74,5
-7.63,5
-7.52,5
-7.37,5
-7.25,5
-7.1,5
-6.97,5
-6.84,5
-6.94,5
-6.47,5
-5.96,5
-5.61,5
-5.24,5
-4.9,5
-4.88,5
-4.97,5
-5.05,5
-5.12,5
-5.24,5
-5.23,5
-5.21,5
-5.14,5
-5.06,5
-4.98,5
-4.9,5
-4.83,5
-4.77,5
-4.73,5
-4.67,5
-4.61,5
-4.56,5
-4.48,5
-4.42,5
-4.34,5
-4.32,5
-4.28,5
-4.23,5
-4.14,5
-4.03,5
-3.93,5
-3.81,5
-3.69,5
-3.56,5
-3.44,5
-3.38,5
-3.28,5
-3.19,5
-3.08,5
-2.98,5
-2.87,5
-2.79,5
-2.68,5
-2.6,5
-2.5,5
-2.43,5
-2.27,5
-2.18,5
-2.08,5
-1.98,5
-1.92,5
-1.82,5
-1.75,5
-1.71,5
-1.68,5
-1.63,5
-1.57,5
-1.52,5
-1.15,5
-0.95,5
-1.68,5
-1.75,5
-2.06,5
-2.26,5
-2.36,5
-2.19,5
-1.99,5
-1.72,5
-1.54,5
-1.47,5
-1.43,5
-1.38,5
-1.34,5
-1.28,5
-1.2,5
-1.11,5
-1.0,5
-0.91,5
-0.86,5
-0.82,5
-0.81,5
-0.83,5
-0.77,5
-0.72,5
-0.67,5
-0.65,5
-0.59,5
-0.61,5
-0.62,5
-0.67,5
-0.7,5
-0.74,5
-0.77,5
-0.79,5
-0.8,5
-0.78,5
-0.75,5
-0.69,5
-0.6,5
-0.57,5
-0.5,5
-0.43,5
-0.37,5
-0.33,5
-0.25,5
-0.18,5
-0.12,5
-0.04,5
0.02,5
0.07,5
0.1,5
0.14,5
0.15,5
0.16,5
0.17,5
0.16,5
0.13,5
0.1,5
0.07,5
0.05,5
0.05,5
0.06,5
0.06,5
0.05,5
0.08,5
0.11,5
0.15,5
0.19,5
0.22,5
0.25,5
0.32,5
0.37,5
0.43,5
0.47,5
0.5,5
0.55,5
0.62,5
0.65,5
0.7,5
0.73,5
0.75,5
0.79,5
0.81,5
0.83,5
0.83,5
0.83,5
0.86,5
0.88,5
0.9,5
0.92,5
0.9,5
0.94,5
0.94,5
0.96,5
0.96,5
0.97,5
0.97,5
0.96,5
0.97,5
0.96,5
0.98,5
0.99,5
1.0,5
1.0,5
1.03,5
1.05,5
1.09,5
1.16,5
1.19,5
1.22,5
1.25,5
1.29,5
1.3,5
1.32,5
1.34,5
1.34,5
1.39,5
1.42,5
1.4,5
1.39,5
1.4,5
1.4,5
1.43,5
1.46,5
1.47,5
1.49,5
1.51,5
1.56,5
1.6,5
1.64,5
1.67,5
1.72,5
1.78,5
1.82,5
1.87,5
1.9,5
1.95,5
1.97,5
2.01,5
2.28,5
2.0,5
1.78,5
1.63,5
1.54,5
1.42,5
1.38,5
1.42,5
1.04,5
3.26,5
4.46,5
4.26,5
3.33,5
2.79,5
2.34,5
2.2,5
1.9,5
1.72,5
1.65,5
1.49,5
1.62,5
1.97,5
2.13,5
2.24,5
2.74,5
3.34,5
3.9,5
4.34,5
4.72,5
5.1,5
5.57,5
6.25,5
6.84,5
7.31,5
7.77,5
8.15,5
8.54,5
8.95,5
9.45,5
9.95,5
10.39,5
10.69,5
11.03,5
11.38,5
11.72,5
11.97,5
12.2,5
12.46,5
12.67,5
12.76,5
12.83,5
12.93,5
13.06,5
13.13,5
13.12,5
13.11,5
13.18,5
13.21,5
13.16,5
13.1,5
13.07,5
13.09,5
12.98,5
12.87,5
12.73,5
12.69,5
12.62,5
12.5,5
12.36,5
12.28,5
12.22,5
12.13,5
12.0,5
11.88,5
11.87,5
11.82,5
11.71,5
11.54,5
11.44,5
11.33,5
11.16,5
11.02,5
10.85,5
10.72,5
10.56,5
10.36,5
10.16,5
9.97,5
9.79,5
9.54,5
9.3,5
9.1,5
9.03,5
8.88,5
8.73,5
8.56,5
8.49,5
8.42,5
8.29,5
8.1,5
7.93,5
7.84,5
7.7,5
7.55,5
7.39,5
7.3,5
7.2,5
7.06,5
6.84,5
6.65,5
6.49,5
6.36,5
6.14,5
5.91,5
5.72,5
5.58,5
5.39,5
5.2,5
4.98,5
4.85,5
4.7,5
4.48,5
4.24,5
4.1,5
3.99,5
3.84,5
3.67,5
3.56,5
3.53,5
3.48,5
3.38,5
3.28,5
3.18,5
3.13,5
3.01,5
2.86,5
2.71,5
2.67,5
2.57,5
2.44,5
2.24,5
2.09,5
1.97,5
1.8,5
1.57,5
1.36,5
1.19,5
1.05,5
0.87,5
0.66,5
0.48,5
0.37,5
0.18,5
0.03,5
-0.11,5
-0.22,5
-0.27,5
-0.38,5
-0.47,5
-0.52,5
-0.52,5
-0.56,5
-0.61,5
-0.67,5
-0.62,5
-0.58,5
-0.58,5
-0.62,5
-0.64,5
-0.64,5
-0.65,5
-0.69,5
-0.72,5
-0.72,5
-0.7,5
-0.79,5
-0.84,5
-0.91,5
-0.89,5
-0.92,5
-0.96,5
-0.97,5
-0.92,5
-0.84,5
-0.77,5
-0.74,5
-0.62,5
-0.47,5
-0.33,5
-0.27,5
-0.18,5
-0.06,5
0.08,5
0.17,5
0.25,5
0.31,5
0.43,5
0.52,5
0.57,5
0.58,5
0.63,5
0.69,5
0.75,5
0.73,5
0.72,5
0.75,5
0.77,5
0.7,5
0.64,5
0.57,5
0.59,5
0.58,5
0.57,5
0.58,5
0.63,5
0.66,5
0.67,5
0.66,5
0.71,5
0.8,5
0.87,5
0.88,5
0.93,5
1.01,5
1.1,5
1.16,5
1.2,5
1.28,5
1.38,5
1.47,5
1.5,5
1.54,5
1.61,5
1.7,5
1.72,5
1.72,5
1.73,5
1.78,5
1.8,5
1.74,5
1.64,5
1.61,5
1.53,5
1.44,5
1.31,5
1.19,5
1.1,5
1.01,5
0.89,5
0.75,5
0.66,5
0.56,5
0.41,5
0.23,5
0.11,5
-0.05,5
-0.17,5
-0.34,5
-0.47,5
-0.58,5
-0.66,5
-0.79,5
-0.94,5
-1.08,5
-1.18,5
-1.27,5
-1.37,5
-1.46,5
-1.48,5
-1.55,5
-1.63,5
-1.75,5
-1.85,5
-1.95,5
-2.08,5
-2.25,5
-2.41,5
-2.52,5
-2.6,5
-2.72,5
-2.81,5
-2.91,5
-2.94,5
-3.0,5
-3.07,5
-3.14,5
-3.13,5
-3.14,5
-3.14,5
-3.1,5
-3.03,5
-2.91,5
-2.75,5
-2.64,5
-2.48,5
-2.3,5
-2.07,5
-1.88,5
-1.47,5
0.23,5
5.54,5
12.48,5
24.38,5
25.02,5
25.73,5
20.35,5
20.83,5
20.05,5
19.35,5
18.49,5
17.14,5
15.29,5
13.33,5
11.65,5
10.23,5
8.97,5
4.42,5
4.15,5
4.03,5
4.07,5
4.46,5
4.83,5
5.44,5
6.32,5
7.2,5
7.7,5
7.8,5
7.47,5
6.9,5
6.34,5
4.41,5
4.53,5
4.31,5
4.85,5
5.16,5
5.34,5
5.54,5
5.7,5
5.72,5
5.62,5
5.44,5
5.26,5
4.81,5
4.75,5
4.87,5
4.87,5
4.86,5
4.82,5
4.86,5
4.9,5
4.85,5
4.71,5
4.55,5
4.42,5
4.28,5
4.16,5
4.06,5
3.93,5
3.84,5
3.72,5
3.67,5
3.64,5
3.61,5
3.53,5
3.42,5
3.36,5
3.33,5
3.24,5
3.21,5
3.15,5
3.08,5
3.01,5
2.96,5
2.92,5
2.9,5
2.82,5
2.74,5
2.7,5
2.68,5
2.62,5
2.6,5
2.54,5
2.49,5
2.41,5
2.38,5
2.29,5
2.25,5
2.19,5
2.16,5
2.12,5
2.09,5
2.04,5
2.02,5
1.96,5
1.92,5
1.87,5
1.89,5
1.84,5
1.87,5
1.85,5
1.92,5
1.95,5
2.01,5
2.09,5
2.17,5
2.2,5
2.29,5
2.38,5
2.45,5
2.53,5
2.58,5
2.68,5
2.69,5
2.69,5
2.65,5
2.61,5
2.49,5
2.42,5
2.3,5
2.15,5
1.96,5
1.8,5
1.57,5
1.4,5
1.21,5
1.07,5
0.89,5
0.8,5
0.66,5
0.51,5
0.35,5
0.22,5
0.09,5
0.05,5
-0.02,5
-0.02,5
-0.01,5
0.03,5
0.09,5
0.17,5
0.23,5
0.31,5
0.35,5
0.4,5
0.47,5
0.57,5
0.63,5
0.68,5
0.7,5
0.72,5
0.75,5
0.79,5
0.79,5
0.81,5
0.79,5
0.82,5
0.78,5
0.76,5
0.72,5
0.67,5
0.6,5
0.55,5
0.49,5
0.39,5
0.29,5
0.19,5
0.09,5
-0.07,5
-0.2,5
-0.35,5
-0.46,5
-0.58,5
-0.66,5
-0.77,5
-0.85,5
-0.98,5
-1.04,5
-1.13,5
-1.16,5
-1.23,5
-1.27,5
-1.33,5
-1.37,5
-1.42,5
-1.43,5
-1.46,5
-1.48,5
-1.56,5
-1.56,5
-1.58,5
-1.58,5
-1.55,5
-1.53,5
-1.57,5
-1.52,5
-1.52,5
-1.53,5
-1.52,5
-1.51,5
-1.5,5
-1.49,5
-1.48,5
-1.45,5
-1.47,5
-1.51,5
-1.55,5
-1.61,5
-1.77,5
-1.88,5
-2.02,5
-2.13,5
-2.2,5
-2.23,5
-2.28,5
-2.28,5
-2.31,5
-2.32,5
-2.35,5
-2.31,5
-2.34,5
-2.35,5
-2.35,5
-2.34,5
-2.34,5
-2.31,5
-2.31,5
-2.3,5
-2.31,5
-2.27,5
-2.28,5
-2.29,5
-2.32,5
-2.33,5
-2.34,5
-2.31,5
-2.3,5
-2.28,5
-2.26,5
-2.22,5
-2.21,5
-2.18,5
-2.15,5
-2.13,5
-2.16,5
-2.14,5
-2.22,5
-2.28,5
-2.31,5
-2.43,5
-2.57,5
-2.63,5
-2.71,5
-2.77,5
-2.87,5
-2.92,5
-2.99,5
-3.02,5
-3.12,5
-3.18,5
-3.24,5
-3.28,5
-3.35,5
-3.39,5
-3.43,5
-3.49,5
-3.55,5
-3.57,5
-3.61,5
-3.62,5
-3.67,5
-3.74,5
-3.81,5
-3.89,5
-4.03,5
-4.09,5
-4.07,5
-4.04,5
-4.0,5
-3.97,5
-3.95,5
-3.95,5
-3.99,5
-4.03,5
-4.08,5
-4.13,5
-4.19,5
-4.23,5
-4.2,5
-4.09,5
-4.0,5
-3.97,5
-3.89,5
-3.82,5
-3.73,5
-3.6,5
-3.56,5
-3.49,5
-3.43,5
-3.34,5
-3.36,5
-3.47,5
-3.68,5
-3.99,5
-4.47,5
-5.07,5
-5.79,5
-6.58,5
-7.62,5
-8.7,5
-9.97,5
-11.09,5
-12.23,5
-13.34,5
-14.4,5
-15.48,6
-16.52,6
-17.57,6
-18.59,6
-19.35,6
-20.1,6
-20.75,6
-21.23,6
-21.8,6
-22.33,6
-22.86,6
-23.35,6
-23.72,6
-24.09,6
-24.48,6
-24.87,6
-25.19,6
-25.45,6
-25.77,6
-26.15,6
-26.46,6
-26.79,6
-27.09,6
-27.42,6
-27.74,6
-28.02,6
-28.26,6
-28.51,6
-28.67,6
-28.77,6
-28.84,6
-28.86,6
-28.85,6
-28.84,6
-28.76,6
-28.61,6
-28.39,6
-28.12,6
-27.79,6
-27.43,6
-27.09,6
-26.63,6
-26.17,6
-25.7,6
-25.22,6
-24.72,6
-24.23,6
-23.73,6
-23.16,6
-22.61,6
-22.05,6
-21.46,6
-20.9,6
-20.37,6
-19.92,6
-19.49,6
-19.08,6
-18.69,6
-18.33,6
-17.97,6
